A,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
A full understanding of the complexities of provision of services with evidence of appreciation of the wider context in which the client operates and in which the service is provided.,30,99,50,65.14,84.54,30,33.33,90,56.67,6.67,0,0,0,0,0,0,6.67,16.67,26.67,3.33,0,3.33,0,3.33,6.67,3.33,6.67,0,0,3.33,3.33,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,3.33,0,3.33,0,0,0,0,0,0,0,0,3.33,3.33,0,13.33,0,13.33,0,13.33,0,0,0,0,0,0,0,0,0,0,0,3.33,3.33,0,0,0,0,0,0,0,0,0,0
"A general knowledge of the social, political and cultural development that has characterised post-Mao China, Chinese society, its people and its culture (through examination of the historical contexts of a number of literary texts published in China after the 1980s);",41,99,88.86,14.43,25.77,41,36.59,75.61,43.9,7.32,0,0,0,0,0,0,7.32,12.2,17.07,2.44,0,4.88,0,2.44,7.32,2.44,0,0,0,0,0,0,0,0,0,12.2,0,0,0,0,4.88,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,2.44,0,2.44,0,0,0,2.44,0,9.76,0,2.44,4.88,7.32,0,0,0,0,0,0,0,0,0,0,0,17.07,0,7.32,0,2.44,0,0,2.44,0,0,4.88,0
"A general knowledge of the social, political and cultural development that has characterised post-Mao China, Chinese society, its people and its culture (through examination of the historical contexts of a number of literary texts published in China after the 1980s)",41,99,88.86,14.43,25.77,41,36.59,75.61,43.9,7.32,0,0,0,0,0,0,7.32,12.2,17.07,2.44,0,4.88,0,2.44,7.32,2.44,0,0,0,0,0,0,0,0,0,12.2,0,0,0,0,4.88,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,2.44,0,2.44,0,0,0,2.44,0,9.76,0,2.44,4.88,7.32,0,0,0,0,0,0,0,0,0,0,0,14.63,0,7.32,0,0,0,0,2.44,0,0,4.88,0
A general theoretical awareness of the problematic of cross cultural readings;,11,99,81.84,1,1,11,54.55,81.82,36.36,0,0,0,0,0,0,0,0,18.18,18.18,0,0,0,0,0,9.09,0,0,0,0,9.09,0,9.09,0,0,0,9.09,0,0,0,0,27.27,9.09,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0
"A good knowledge of major cultural, social and political changes in twentieth century China",14,99,92.33,89.63,99,14,42.86,85.71,28.57,0,0,0,0,0,0,0,0,7.14,14.29,0,0,7.14,0,0,7.14,0,0,7.14,0,7.14,7.14,0,0,0,0,14.29,0,0,0,0,14.29,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,7.14,0,7.14,7.14,0,0,0,0,21.43,7.14,7.14,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0
A good knowledge of the academic literature relevant to studies of contemporary China;,13,99,50,1.4,99,13,46.15,76.92,38.46,0,0,0,0,0,0,0,0,15.38,23.08,0,0,0,0,0,15.38,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0
A good understanding of the five developmental levels on which to assess developmental progress or delay,16,99,26.6,95.6,99,16,25,93.75,43.75,6.25,0,0,0,0,0,0,6.25,12.5,18.75,0,0,6.25,0,0,0,0,6.25,6.25,0,6.25,6.25,0,0,0,0,0,0,0,0,0,12.5,6.25,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,12.5,0,6.25,0,6.25,0,0,0,0,18.75,0,12.5,6.25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A grounded working knowledge of the major theoretical and methodological approaches on sex and the media;,16,99,50,74.76,25.77,16,37.5,81.25,43.75,0,0,0,0,0,0,0,0,18.75,12.5,0,0,12.5,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,0,0,6.25,0,0,0,0,0,0,6.25,0,0,6.25,0,12.5,0,6.25,0,6.25,0,0,0,0,18.75,6.25,12.5,0,6.25,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0
A grounded working knowledge of the major theoretical and methodological approaches to men and masculinity,15,99,90.87,43.37,25.77,15,46.67,86.67,40,0,0,0,0,0,0,0,0,13.33,13.33,0,0,13.33,0,6.67,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,13.33,13.33,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,13.33,0,6.67,0,6.67,0,0,0,0,13.33,6.67,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A grounded working knowledge of the major theoretical approaches that constitute the field of feminist approaches to crime and justice.,20,99,50,43.37,25.77,20,45,75,40,5,0,0,0,0,0,0,5,15,15,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,20,0,5,5,10,0,0,0,0,15,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
"A knowledge of events leading to the Holocaust, its course and aftermath",12,99,50,74.76,25.77,12,33.33,91.67,50,8.33,0,0,0,0,0,0,8.33,16.67,16.67,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,8.33,8.33,0,0,0,0,0,16.67,8.33,0,8.33,16.67,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0
"A knowledge of the city of Florence itself - including its churches, palaces, museums, piazzas, monuments and streets - as an artefact of its complex history",24,99,50,48.89,25.77,24,50,79.17,50,12.5,0,0,0,0,0,0,12.5,12.5,20.83,0,0,8.33,0,0,8.33,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,12.5,0,8.33,4.17,0,4.17,0,0,4.17,0,0,0,0,0,0,0,25,0,16.67,0,0,0,0,8.33,0,0,0,0
"A knowledge of the main events, processes, issues, personalities, ideas and politics in the modern history of Africa ",18,99,50,87.07,25.77,18,27.78,66.67,38.89,0,0,0,0,0,0,0,0,16.67,16.67,0,0,5.56,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,16.67,0,5.56,11.11,5.56,0,0,0,0,0,0,0,0,0,0,0,22.22,0,22.22,0,0,0,0,0,0,0,0,0
A knowledge of the use of computers in automating and increasing the precision of manufacturing (CAM).,16,99,50,35.37,25.77,16,37.5,87.5,50,0,0,0,0,0,0,0,0,18.75,25,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,6.25,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,12.5,6.25,6.25,0,12.5,0,0,0,0,0,0,0,0,0,0,0,18.75,6.25,0,0,0,0,0,0,0,0,12.5,0
A practical understanding of the major themes and styles of writing in modern and contemporary Australian literatures;,17,99,50,28.81,25.77,17,35.29,64.71,41.18,0,0,0,0,0,0,0,0,11.76,17.65,0,0,11.76,0,5.88,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,5.88,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,5.88,0,0,0,0,0,0,0
A practical understanding of the uses of a range of commercial ADR processes.,13,99,50,1.4,25.77,13,30.77,76.92,46.15,0,0,0,0,0,0,0,0,23.08,23.08,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0
A range of statistical techniques and when it is appropriate to use them.  Students are also required to demonstrate their ability to develop a research proposal.,26,65.46,77.92,1,25.77,13,38.46,80.77,53.85,11.54,7.69,0,0,0,0,7.69,3.85,7.69,15.38,7.69,7.69,11.54,0,11.54,3.85,0,3.85,0,0,0,0,0,0,0,0,7.69,0,0,0,0,3.85,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,3.85,3.85,0,0,0,11.54,0,3.85,0,0,3.85,15.38,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0
A solid foundation of knowledge about the Second World War in Asia and the Pacific,15,99,50,82.75,1,15,20,80,46.67,0,0,0,0,0,0,0,0,20,20,0,6.67,6.67,0,0,0,0,0,6.67,0,6.67,0,6.67,0,6.67,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0,0,20,0,20,0,6.67,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A sophisticated understanding of modernist aesthetics and themes;,8,99,50,7.84,25.77,8,50,50,37.5,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0
A sound interpretation of their data and discuss their interpretation in a scientific manner.,14,97.73,98.33,52.86,25.77,14,28.57,85.71,50,14.29,14.29,0,0,0,0,14.29,0,14.29,14.29,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,0,0,0,14.29,14.29,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0
A sound understanding of the requirements of working with others in a position of responsibility;,15,99,25.24,82.75,25.77,15,33.33,100,60,6.67,0,0,0,0,0,0,6.67,20,33.33,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,6.67,0,0,0,0,6.67,6.67,0,6.67,0,0,0,0,0,0,6.67,0,6.67,0,0,0,0,0,0,13.33,0,13.33,0,20,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,0
"A strong kinaesthetic approach to centering the body, and to centering the voice and breath in the body through practice and theoretical understanding*",23,99,50,54.89,93.61,23,34.78,95.65,47.83,0,0,0,0,0,0,0,0,17.39,17.39,0,0,13.04,0,0,4.35,0,0,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,8.7,4.35,0,0,4.35,0,0,4.35,0,4.35,0,13.04,13.04,0,0,0,13.04,0,4.35,4.35,4.35,0,0,4.35,0,17.39,4.35,13.04,0,4.35,0,0,0,0,0,0,0,0,0,0,0,8.7,0,4.35,0,0,0,0,0,0,0,0,4.35
A stronger understanding of the ethical challenges of disaster response;,10,99,50,3.37,99,10,60,90,40,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,10,10,0,0,0,30,20,10,0,0,0,0,0,0,0,0,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,10,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0
A theoretical understanding of the histories and theories of actor training*,11,99,50,31.94,25.77,11,45.45,90.91,45.45,0,0,0,0,0,0,0,0,18.18,18.18,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,9.09,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,9.09
"A thorough knowledge of how contested representations and understandings of disaster have explored issues of responsibility, mitigation, vulnerability and social change;",21,87.62,68.29,68.01,1,21,47.62,76.19,38.1,0,0,0,0,0,0,0,0,4.76,14.29,4.76,4.76,14.29,0,4.76,0,0,4.76,0,0,9.52,0,9.52,4.76,0,0,4.76,0,0,0,0,23.81,14.29,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,4.76,0,4.76,0,4.76,0,4.76,0,9.52,9.52,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,14.29,0,9.52,0,4.76,0,0,0,0,0,0,0
"A thorough understanding of the utility of mathematical model simulations to aid in design and processing of materials (computer aided analysis, CAA)",22,99,50,11,25.77,22,40.91,54.55,36.36,0,0,0,0,0,0,0,0,9.09,22.73,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,4.55,0,13.64,0,0,0,0,0,0,0,0,0,0,0,13.64,0,4.55,0,0,0,0,0,0,0,9.09,0
Ability to analyse and reflect on international journalism professional practice;,10,98.58,50,99,25.77,10,70,90,30,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,10,0,20,0,20,0,30,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0
Ability to apply basic traffic flow theory to the analysis of unsignalised intersection capacity,14,99,50,89.63,25.77,14,42.86,78.57,28.57,0,0,0,0,0,0,0,0,7.14,21.43,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,7.14,0,21.43,7.14,14.29,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ability to apply the principles and practice of journalism that they have learnt in their undergraduate studies in an international context;,21,96.66,82.96,37.24,25.77,21,38.1,80.95,52.38,14.29,9.52,0,0,0,0,9.52,4.76,9.52,19.05,4.76,0,4.76,0,9.52,0,0,0,0,0,0,0,0,0,0,0,9.52,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,0,9.52,0,0,0,4.76,9.52,0,14.29,0,14.29,0,19.05,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,4.76,0,0,0,0,0,0,0
Ability to articulate critical interpretations of dramatic texts and processes in systematic written argument.,14,99,76.25,13.15,1,14,64.29,71.43,28.57,0,0,0,0,0,0,0,0,0,21.43,0,0,7.14,0,7.14,0,0,0,0,0,14.29,0,14.29,0,14.29,0,7.14,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,7.14,0,0,7.14,0,7.14,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0
"Ability to communicate with researchers in data-related issues of design, conduct and analysis of studies.",16,99,89.42,35.37,25.77,16,43.75,75,37.5,0,0,0,0,0,0,0,0,0,31.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,6.25,0,0,0,0,0,0,6.25,0,6.25,0,18.75,0,0,0,0,0,0,0,0,0,0,0,18.75,6.25,6.25,0,0,0,0,6.25,0,0,0,0
Ability to conduct impact assessments with reference to PTSD and traumagenics;,11,99,50,2.4,1,11,45.45,63.64,36.36,0,0,0,0,0,0,0,0,0,27.27,0,0,9.09,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0
Ability to critically analyse proposed development project plans for possible environmental effects and identify mitigation measures.,16,97.36,50,74.76,25.77,16,75,75,18.75,0,0,0,0,0,0,0,0,0,12.5,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18.75,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,6.25,6.25,0,6.25,0,18.75,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0
Ability to design timing plans for isolated traffic signals,9,99,50,4.97,1,9,44.44,66.67,22.22,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,22.22,0,0,0,0,0,11.11,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ability to design, undertake and analyse traffic surveys",8,93.26,50,7.84,25.77,8,62.5,50,25,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0
Ability to develop a formulation with the clientThemeslabel Specific CBT techniques,11,99,50,1,25.77,11,54.55,81.82,36.36,0,0,0,0,0,0,0,0,18.18,18.18,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,9.09,0,0,0,0,0,9.09,0,9.09,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ability to devise a maintenance cycle and use this to this set targetsThemeslabel Basic CBT competences,16,93.26,50,1,25.77,16,25,75,37.5,12.5,0,0,0,0,0,0,12.5,6.25,12.5,0,0,6.25,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,12.5,0,12.5,6.25,0,0,0,6.25,0,6.25,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ability to embody critical interpretations of performance theories and forms in practical work,13,99,50,17.46,1,13,46.15,84.62,30.77,0,0,0,0,0,0,0,0,0,23.08,0,0,7.69,0,0,7.69,0,0,0,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,15.38,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,15.38,0,15.38,0,0,0,0,7.69,0,7.69,0,7.69,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ability to engage in debates between various 'generations' of digital literature practitioners and critics;,14,99,76.25,13.15,99,14,64.29,71.43,35.71,0,0,0,0,0,0,0,0,0,28.57,0,0,7.14,0,0,14.29,7.14,0,0,7.14,7.14,7.14,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,14.29,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,0,0,7.14,0,0,0,0,14.29,0,0
Ability to explain and demonstrate rationale for CBT to clientThemeslabel Basic CBT competences,13,99,77.92,17.46,25.77,13,46.15,92.31,30.77,0,0,0,0,0,0,0,0,0,23.08,0,0,7.69,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,15.38,15.38,7.69,0,0,0,0,0,0,0,0,15.38,0,15.38,0,0,15.38,0,15.38,7.69,0,0,0,7.69,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ability to manage endingsThemeslabel Generic therapeutic competences,7,99,50,1,25.77,7,71.43,71.43,14.29,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,42.86,0,28.57,28.57,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ability to perform research in theatre history,7,99,50,89.63,25.77,7,71.43,100,28.57,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,28.57,0,14.29,14.29,28.57,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ability to situate digital literatures within changes in the broader contemporary book world, especially around digital technologies and eBooks;",19,98.71,50,96.09,25.77,19,52.63,78.95,36.84,0,0,0,0,0,0,0,0,5.26,21.05,0,10.53,5.26,0,0,15.79,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,5.26,0,5.26,0,0,0,0,0,0,31.58,5.26,26.32,0,5.26,10.53,0,0,0,0,0,0,0,0,0,0,10.53,0,5.26,0,5.26,0,0,0,0,0,0,0
Ability to structure sessionsThemeslabel Basic CBT competences,7,99,50,1,25.77,7,57.14,85.71,14.29,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,28.57,0,28.57,14.29,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ability to use measures and self-monitoring to guide therapy and to monitor outcomeThemeslabel Basic CBT competences,17,97.21,72.17,1,25.77,17,41.18,82.35,29.41,0,0,0,0,0,0,0,0,0,17.65,0,0,11.76,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,11.76,0,11.76,0,0,0,0,5.88,5.88,0,0,11.76,0,11.76,0,0,11.76,0,11.76,5.88,0,0,0,5.88,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,5.88,0,0,0,0
"Ability to write process notes, report and refer problems experienced by the child client;",14,99,76.25,1,1,14,28.57,85.71,28.57,0,0,0,0,0,0,0,0,7.14,14.29,0,0,7.14,0,7.14,0,0,0,0,0,7.14,0,7.14,0,0,0,7.14,0,0,0,0,14.29,7.14,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,21.43,0,7.14,7.14,0,7.14,0,7.14,0,0,0,0,0,21.43,0,0,0,0,0,0,0,0,0,0,0,14.29,0,7.14,0,7.14,0,0,0,0,0,0,0
Able to conduct scientific literature search related to a research topic in nutrition.,13,99,77.92,17.46,25.77,13,46.15,76.92,30.77,0,0,0,0,0,0,0,0,7.69,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,7.69,7.69,0,0,0,0,0,7.69,7.69,0,0,7.69,0,7.69,0,0,7.69,0,7.69,0,0,0,0,0,0,7.69,0,7.69,0,15.38,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0
Able to effectively communicate the opinion drawn based on scientific evidence in oral and written formats.,16,99,73.4,74.76,25.77,16,43.75,81.25,31.25,0,0,0,0,0,0,0,0,6.25,18.75,0,0,6.25,0,12.5,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,25,12.5,12.5,0,6.25,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,6.25,0,0,0,6.25,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0
"Able to synthesise and interpret relevant material and to communicate ideas to others in a coherent manner, by either written or verbal means.",23,98.23,19.23,98.89,25.77,23,30.43,82.61,43.48,4.35,0,0,0,0,0,0,4.35,4.35,21.74,0,0,13.04,0,8.7,8.7,4.35,0,0,4.35,0,0,0,0,0,0,4.35,0,0,0,0,30.43,17.39,0,0,4.35,0,13.04,0,0,0,0,0,0,0,0,0,8.7,4.35,4.35,0,0,0,4.35,4.35,0,4.35,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,8.7,4.35,4.35,0,0,0,0,0,0,0,0,0
"Able to understand the major ideas concerning the evolution of the earth's landscape, its biota and climate patterns.",18,99,50,4.97,25.77,18,33.33,55.56,38.89,5.56,0,0,0,0,0,0,5.56,16.67,11.11,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,5.56,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,5.56,5.56,0,0,0,0,0,0,5.56,0,0
"Able to understand the present day distribution of the world's climate, biota, soils and landscapes with special emphasis on the African environment.",22,99,50,61.34,94.75,22,40.91,63.64,36.36,0,0,0,0,0,0,0,0,13.64,18.18,0,0,4.55,0,4.55,4.55,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,4.55,0,0,0,0,9.09,0,18.18,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,18.18,4.55,9.09,0,0,0,0,0,0,4.55,0,0
Able to undertake an independent field study of the natural environment and understand the problems associated with making field measurements of natural phenomena.,23,99,50,1,1,23,43.48,78.26,34.78,0,0,0,0,0,0,0,0,13.04,17.39,0,0,4.35,0,8.7,8.7,0,0,0,0,4.35,0,4.35,0,0,0,0,0,0,0,0,17.39,4.35,8.7,4.35,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,4.35,0,0,4.35,0,4.35,0,4.35,0,4.35,0,8.7,0,0,0,0,0,0,0,0,0,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0
